Product Name,Customer ID,Sales,Units,Gross Profit,Cost,Order Date,Ship Date,Ship Mode
Wonka Bar - Fudge Mallows,130512,7.2,2,4.8,2.4,2022-08-21,2028-02-15,Standard Class
Wonka Bar - Triple Dazzle Caramel,130512,15.0,4,9.8,5.2,2022-08-21,2028-02-15,Standard Class
Wonka Bar - Triple Dazzle Caramel,144890,7.5,2,4.9,2.6,2022-12-25,2028-06-20,Standard Class
Wonka Bar - Triple Dazzle Caramel,145128,18.75,5,12.25,6.5,2024-07-09,2030-01-04,Standard Class
Hair Toffee,149146,9.0,2,7.0,2.0,2024-10-12,2030-04-04,Same Day
Wonka Bar - Milk Chocolate,129280,6.5,2,4.22,2.28,2023-05-03,2028-10-25,First Class
Wonka Bar - Milk Chocolate,129280,6.5,2,4.22,2.28,2023-05-03,2028-10-25,First Class
Wonka Bar -Scrumdiddlyumptious,129280,18.0,5,12.5,5.5,2023-05-03,2028-10-25,First Class
Wonka Bar - Nutty Crunch Surprise,129280,10.47,3,7.47,3.0,2023-05-03,2028-10-25,First Class
Wonka Bar - Fudge Mallows,129280,18.0,5,12.0,6.0,2023-05-03,2028-10-25,First Class
Wonka Bar - Fudge Mallows,129280,10.8,3,7.2,3.6,2023-05-03,2028-10-25,First Class
Wonka Bar -Scrumdiddlyumptious,122931,3.6,1,2.5,1.1,2021-09-29,2027-03-26,Standard Class
Kazookles,122931,6.5,2,0.5,6.0,2021-09-29,2027-03-26,Standard Class
Wonka Bar -Scrumdiddlyumptious,122931,10.8,3,7.5,3.3,2021-09-29,2027-03-26,Standard Class
Wonka Gum,122931,13.75,11,7.15,6.6,2021-09-29,2027-03-26,Standard Class
Wonka Bar - Fudge Mallows,122931,14.4,4,9.6,4.8,2021-09-29,2027-03-26,Standard Class
Wonka Bar - Triple Dazzle Caramel,122931,22.5,6,14.7,7.8,2021-09-29,2027-03-26,Standard Class
Wonka Bar - Fudge Mallows,126907,10.8,3,7.2,3.6,2021-11-01,2027-05-01,Standard Class
Wonka Bar - Nutty Crunch Surprise,163412,10.47,3,7.47,3.0,2021-12-20,2027-06-15,Second Class
Wonka Bar - Milk Chocolate,116981,9.75,3,6.33,3.42,2022-03-26,2027-09-18,Second Class
Wonka Bar - Triple Dazzle Caramel,116981,26.25,7,17.15,9.1,2022-03-26,2027-09-18,Second Class
Wonka Bar - Milk Chocolate,107902,35.75,11,23.21,12.54,2022-08-28,2028-02-23,Standard Class
Wonka Bar - Milk Chocolate,100685,6.5,2,4.22,2.28,2022-12-19,2028-06-12,Second Class
Wonka Bar -Scrumdiddlyumptious,100685,14.4,4,10.0,4.4,2022-12-19,2028-06-12,Second Class
Wonka Bar - Nutty Crunch Surprise,100685,10.47,3,7.47,3.0,2022-12-19,2028-06-12,Second Class
Wonka Bar - Triple Dazzle Caramel,154067,15.0,4,9.8,5.2,2023-02-01,2028-07-30,Standard Class
Wonka Bar - Milk Chocolate,125724,22.75,7,14.77,7.98,2023-09-22,2029-03-19,Standard Class
Wonka Bar - Milk Chocolate,125724,6.5,2,4.22,2.28,2023-09-22,2029-03-19,Standard Class
Wonka Bar - Nutty Crunch Surprise,144393,13.96,4,9.96,4.0,2023-10-28,2029-04-26,Standard Class
Wonka Bar - Fudge Mallows,120614,14.4,4,9.6,4.8,2024-05-30,2029-11-25,Standard Class
Wonka Bar - Nutty Crunch Surprise,150497,6.98,2,4.98,2.0,2024-07-20,2030-01-14,Standard Class
Wonka Bar - Milk Chocolate,125724,22.75,7,14.77,7.98,2024-09-22,2030-03-20,Standard Class
Wonka Bar - Fudge Mallows,105235,7.2,2,4.8,2.4,2024-12-05,2030-06-03,Standard Class
Wonka Bar -Scrumdiddlyumptious,105235,10.8,3,7.5,3.3,2024-12-05,2030-06-03,Standard Class
Wonka Bar - Milk Chocolate,105235,16.25,5,10.55,5.7,2024-12-05,2030-06-03,Standard Class
Wonka Bar - Fudge Mallows,122287,18.0,5,12.0,6.0,2022-06-18,2027-12-14,Standard Class
Wonka Bar - Fudge Mallows,122287,7.2,2,4.8,2.4,2022-06-18,2027-12-14,Standard Class
Wonka Bar - Fudge Mallows,122287,25.2,7,16.8,8.4,2022-06-18,2027-12-14,Standard Class
Fizzy Lifting Drinks,122287,11.25,3,6.75,4.5,2022-06-18,2027-12-14,Standard Class
Wonka Bar - Fudge Mallows,125934,14.4,4,9.6,4.8,2022-09-11,2028-03-10,Standard Class
Wonka Bar - Milk Chocolate,125934,13.0,4,8.44,4.56,2022-09-11,2028-03-10,Standard Class
Wonka Bar -Scrumdiddlyumptious,125934,14.4,4,10.0,4.4,2022-09-11,2028-03-10,Standard Class
Wonka Gum,125934,3.75,3,1.95,1.8,2022-09-11,2028-03-10,Standard Class
Wonka Bar - Fudge Mallows,125934,21.6,6,14.4,7.2,2022-09-11,2028-03-10,Standard Class
Wonka Bar - Milk Chocolate,144652,22.75,7,14.77,7.98,2022-11-20,2028-05-18,Standard Class
Wonka Bar - Fudge Mallows,118101,3.6,1,2.4,1.2,2023-06-26,2028-12-16,Same Day
Wonka Bar - Triple Dazzle Caramel,118101,33.75,9,22.05,11.7,2023-06-26,2028-12-16,Same Day
Wonka Bar - Milk Chocolate,118101,13.0,4,8.44,4.56,2023-06-26,2028-12-16,Same Day
Wonka Bar - Milk Chocolate,154102,16.25,5,10.55,5.7,2024-02-06,2029-08-05,Standard Class
Wonka Bar - Nutty Crunch Surprise,152093,10.47,3,7.47,3.0,2024-09-10,2030-03-08,Standard Class
Wonka Bar - Fudge Mallows,154879,21.6,6,14.4,7.2,2021-05-06,2026-11-01,Standard Class
Wonka Gum,154879,2.5,2,1.3,1.2,2021-05-06,2026-11-01,Standard Class
Wonka Bar - Nutty Crunch Surprise,125234,10.47,3,7.47,3.0,2022-11-27,2028-05-23,Standard Class
Wonka Bar - Nutty Crunch Surprise,125234,10.47,3,7.47,3.0,2022-11-27,2028-05-23,Standard Class
Wonka Bar - Triple Dazzle Caramel,117415,11.25,3,7.35,3.9,2022-12-27,2028-06-22,Standard Class
Wonka Bar - Triple Dazzle Caramel,117415,11.25,3,7.35,3.9,2022-12-27,2028-06-22,Standard Class
Kazookles,117415,29.25,9,2.25,27.0,2022-12-27,2028-06-22,Standard Class
Wonka Bar - Fudge Mallows,117415,14.4,4,9.6,4.8,2022-12-27,2028-06-22,Standard Class
Wonka Bar - Triple Dazzle Caramel,146570,11.25,3,7.35,3.9,2023-05-15,2028-11-09,Standard Class
Wonka Bar -Scrumdiddlyumptious,146570,14.4,4,10.0,4.4,2023-05-15,2028-11-09,Standard Class
Wonka Bar - Triple Dazzle Caramel,146570,30.0,8,19.6,10.4,2023-05-15,2028-11-09,Standard Class
Wonka Bar - Nutty Crunch Surprise,169957,20.94,6,14.94,6.0,2023-09-26,2029-03-22,Standard Class
Wonka Bar - Triple Dazzle Caramel,169957,18.75,5,12.25,6.5,2023-09-26,2029-03-22,Standard Class
Wonka Bar -Scrumdiddlyumptious,169957,14.4,4,10.0,4.4,2023-09-26,2029-03-22,Standard Class
Wonka Bar - Milk Chocolate,119963,19.5,6,12.66,6.84,2023-11-18,2029-05-14,Standard Class
Wonka Bar - Milk Chocolate,119963,6.5,2,4.22,2.28,2023-11-18,2029-05-14,Standard Class
Wonka Bar - Nutty Crunch Surprise,119963,6.98,2,4.98,2.0,2023-11-18,2029-05-14,Standard Class
Wonka Bar - Nutty Crunch Surprise,119963,6.98,2,4.98,2.0,2023-11-18,2029-05-14,Standard Class
Wonka Bar - Milk Chocolate,152702,45.5,14,29.54,15.96,2024-10-12,2030-04-08,Standard Class
Wonka Bar -Scrumdiddlyumptious,108966,18.0,5,12.5,5.5,2022-10-11,2028-04-09,Standard Class
Wonka Bar - Fudge Mallows,108966,7.2,2,4.8,2.4,2022-10-11,2028-04-09,Standard Class
Wonka Bar - Fudge Mallows,161718,18.0,5,12.0,6.0,2022-12-04,2028-06-01,Standard Class
Wonka Bar - Fudge Mallows,161718,7.2,2,4.8,2.4,2022-12-04,2028-06-01,Standard Class
Wonka Bar - Milk Chocolate,161718,9.75,3,6.33,3.42,2022-12-04,2028-06-01,Standard Class
Wonka Bar -Scrumdiddlyumptious,161718,14.4,4,10.0,4.4,2022-12-04,2028-06-01,Standard Class
Wonka Bar - Milk Chocolate,149076,16.25,5,10.55,5.7,2024-01-14,2029-07-11,Standard Class
Wonka Bar - Fudge Mallows,101700,10.8,3,7.2,3.6,2024-04-23,2029-10-17,First Class
Wonka Bar -Scrumdiddlyumptious,101700,7.2,2,5.0,2.2,2024-04-23,2029-10-17,First Class
Wonka Bar - Nutty Crunch Surprise,147228,10.47,3,7.47,3.0,2024-09-09,2030-03-07,Standard Class
Wonka Bar - Triple Dazzle Caramel,147228,15.0,4,9.8,5.2,2024-09-09,2030-03-07,Standard Class
Wonka Bar - Triple Dazzle Caramel,147228,7.5,2,4.9,2.6,2024-09-09,2030-03-07,Standard Class
Wonka Bar -Scrumdiddlyumptious,147228,10.8,3,7.5,3.3,2024-09-09,2030-03-07,Standard Class
Wonka Bar - Fudge Mallows,166926,7.2,2,4.8,2.4,2024-12-01,2030-05-31,Standard Class
Wonka Bar - Milk Chocolate,166926,22.75,7,14.77,7.98,2024-12-01,2030-05-31,Standard Class
Wonka Bar -Scrumdiddlyumptious,123316,10.8,3,7.5,3.3,2021-10-13,2027-04-09,Standard Class
Wonka Bar - Milk Chocolate,102134,6.5,2,4.22,2.28,2023-03-14,2028-09-08,Standard Class
Wonka Bar - Milk Chocolate,123666,16.25,5,10.55,5.7,2023-03-26,2028-09-19,Standard Class
Wonka Bar -Scrumdiddlyumptious,103646,10.8,3,7.5,3.3,2023-04-21,2028-10-16,Standard Class
Wonka Bar - Triple Dazzle Caramel,103646,30.0,8,19.6,10.4,2023-04-21,2028-10-16,Standard Class
Wonka Bar - Fudge Mallows,103646,14.4,4,9.6,4.8,2023-04-21,2028-10-16,Standard Class
Wonka Bar - Nutty Crunch Surprise,128909,13.96,4,9.96,4.0,2023-10-09,2029-04-02,Second Class
Wonka Bar - Milk Chocolate,128909,13.0,4,8.44,4.56,2023-10-09,2029-04-02,Second Class
Wonka Bar -Scrumdiddlyumptious,101840,14.4,4,10.0,4.4,2024-02-06,2029-08-04,Standard Class
Wonka Bar - Milk Chocolate,101840,19.5,6,12.66,6.84,2024-02-06,2029-08-04,Standard Class
Wonka Bar -Scrumdiddlyumptious,123127,7.2,2,5.0,2.2,2021-09-08,2027-03-05,Standard Class
Wonka Bar -Scrumdiddlyumptious,104738,10.8,3,7.5,3.3,2021-12-30,2027-06-24,Second Class
Wonka Bar - Nutty Crunch Surprise,104738,10.47,3,7.47,3.0,2021-12-30,2027-06-24,Second Class
Wonka Bar -Scrumdiddlyumptious,104738,7.2,2,5.0,2.2,2021-12-30,2027-06-24,Second Class
Wonka Bar - Fudge Mallows,104738,10.8,3,7.2,3.6,2021-12-30,2027-06-24,Second Class
Wonka Bar - Fudge Mallows,104738,7.2,2,4.8,2.4,2021-12-30,2027-06-24,Second Class
Wonka Bar -Scrumdiddlyumptious,149636,7.2,2,5.0,2.2,2022-01-06,2027-07-05,Standard Class
Wonka Bar -Scrumdiddlyumptious,149636,18.0,5,12.5,5.5,2022-01-06,2027-07-05,Standard Class
Wonka Bar -Scrumdiddlyumptious,131597,10.8,3,7.5,3.3,2022-09-14,2028-03-10,Standard Class
Wonka Bar - Triple Dazzle Caramel,131289,22.5,6,14.7,7.8,2023-12-08,2029-06-05,Standard Class
Wonka Bar - Triple Dazzle Caramel,131289,7.5,2,4.9,2.6,2023-12-08,2029-06-05,Standard Class
Wonka Bar -Scrumdiddlyumptious,131289,25.2,7,17.5,7.7,2023-12-08,2029-06-05,Standard Class
Wonka Bar -Scrumdiddlyumptious,162208,3.6,1,2.5,1.1,2024-08-27,2030-02-20,First Class
Wonka Gum,148929,10.0,8,5.2,4.8,2024-09-07,2030-03-04,Standard Class
Wonka Bar - Triple Dazzle Caramel,118087,7.5,2,4.9,2.6,2024-09-09,2030-03-06,Standard Class
Wonka Bar -Scrumdiddlyumptious,118087,7.2,2,5.0,2.2,2024-09-09,2030-03-06,Standard Class
Wonka Bar - Nutty Crunch Surprise,118087,3.49,1,2.49,1.0,2024-09-09,2030-03-06,Standard Class
Wonka Bar - Fudge Mallows,118087,3.6,1,2.4,1.2,2024-09-09,2030-03-06,Standard Class
Wonka Bar - Triple Dazzle Caramel,118087,7.5,2,4.9,2.6,2024-09-09,2030-03-06,Standard Class
Wonka Bar -Scrumdiddlyumptious,118087,10.8,3,7.5,3.3,2024-09-09,2030-03-06,Standard Class
Wonka Bar - Milk Chocolate,118087,9.75,3,6.33,3.42,2024-09-09,2030-03-06,Standard Class
Wonka Bar - Fudge Mallows,118087,25.2,7,16.8,8.4,2024-09-09,2030-03-06,Standard Class
Wonka Bar - Triple Dazzle Caramel,112844,11.25,3,7.35,3.9,2024-11-13,2030-05-09,Second Class
Wonka Bar - Triple Dazzle Caramel,112844,15.0,4,9.8,5.2,2024-11-13,2030-05-09,Second Class
Wonka Bar - Triple Dazzle Caramel,155208,22.5,6,14.7,7.8,2021-04-16,2026-10-11,Standard Class
Kazookles,110065,22.75,7,1.75,21.0,2021-08-05,2027-02-01,Standard Class
Wonka Bar - Fudge Mallows,110065,3.6,1,2.4,1.2,2021-08-05,2027-02-01,Standard Class
Wonka Bar - Nutty Crunch Surprise,124625,10.47,3,7.47,3.0,2021-11-03,2027-04-30,Standard Class
Wonka Bar - Milk Chocolate,124919,22.75,7,14.77,7.98,2022-05-31,2027-11-23,First Class
Wonka Bar - Triple Dazzle Caramel,124919,15.0,4,9.8,5.2,2022-05-31,2027-11-23,First Class
Wonka Bar - Milk Chocolate,124919,19.5,6,12.66,6.84,2022-05-31,2027-11-23,First Class
Wonka Gum,140172,3.75,3,1.95,1.8,2023-03-08,2028-09-02,Standard Class
Wonka Bar -Scrumdiddlyumptious,140172,18.0,5,12.5,5.5,2023-03-08,2028-09-02,Standard Class
Wonka Bar - Milk Chocolate,133802,19.5,6,12.66,6.84,2023-03-14,2028-09-09,Standard Class
Wonka Bar - Nutty Crunch Surprise,136770,17.45,5,12.45,5.0,2023-08-14,2029-02-07,Standard Class
Wonka Bar - Nutty Crunch Surprise,136770,6.98,2,4.98,2.0,2023-08-14,2029-02-07,Standard Class
Wonka Bar - Milk Chocolate,136770,6.5,2,4.22,2.28,2023-08-14,2029-02-07,Standard Class
Wonka Bar - Milk Chocolate,149349,19.5,6,12.66,6.84,2023-11-12,2029-05-05,First Class
Wonka Bar - Milk Chocolate,149503,26.0,8,16.88,9.12,2023-12-09,2029-06-03,First Class
Wonka Bar - Nutty Crunch Surprise,119466,6.98,2,4.98,2.0,2021-12-15,2027-06-13,Standard Class
Wonka Bar -Scrumdiddlyumptious,164259,14.4,4,10.0,4.4,2021-12-28,2027-06-22,First Class
Wonka Bar - Milk Chocolate,156923,19.5,6,12.66,6.84,2022-02-16,2027-08-13,Standard Class
Wonka Bar - Milk Chocolate,126753,9.75,3,6.33,3.42,2022-08-16,2028-02-10,Standard Class
Wonka Bar - Triple Dazzle Caramel,126753,11.25,3,7.35,3.9,2022-08-16,2028-02-10,Standard Class
Wonka Bar - Fudge Mallows,126753,7.2,2,4.8,2.4,2022-08-16,2028-02-10,Standard Class
Wonka Bar - Triple Dazzle Caramel,126753,11.25,3,7.35,3.9,2022-08-16,2028-02-10,Standard Class
Wonka Bar - Nutty Crunch Surprise,126753,6.98,2,4.98,2.0,2022-08-16,2028-02-10,Standard Class
Wonka Bar -Scrumdiddlyumptious,126753,10.8,3,7.5,3.3,2022-08-16,2028-02-10,Standard Class
Wonka Bar - Milk Chocolate,126753,13.0,4,8.44,4.56,2022-08-16,2028-02-10,Standard Class
Wonka Bar - Fudge Mallows,105158,7.2,2,4.8,2.4,2022-09-05,2028-03-02,Standard Class
Wonka Bar - Nutty Crunch Surprise,105158,10.47,3,7.47,3.0,2022-09-05,2028-03-02,Standard Class
Lickable Wallpaper,103870,40.0,2,20.0,20.0,2022-12-27,2028-06-22,Standard Class
Wonka Bar -Scrumdiddlyumptious,103870,10.8,3,7.5,3.3,2022-12-27,2028-06-22,Standard Class
Wonka Bar - Milk Chocolate,103870,9.75,3,6.33,3.42,2022-12-27,2028-06-22,Standard Class
Wonka Bar -Scrumdiddlyumptious,103870,10.8,3,7.5,3.3,2022-12-27,2028-06-22,Standard Class
Wonka Bar -Scrumdiddlyumptious,103870,25.2,7,17.5,7.7,2022-12-27,2028-06-22,Standard Class
Wonka Bar - Milk Chocolate,163881,19.5,6,12.66,6.84,2023-11-24,2029-05-22,Standard Class
Wonka Bar - Nutty Crunch Surprise,163881,27.92,8,19.92,8.0,2023-11-24,2029-05-22,Standard Class
Wonka Bar - Triple Dazzle Caramel,163881,7.5,2,4.9,2.6,2023-11-24,2029-05-22,Standard Class
Wonka Bar - Milk Chocolate,110478,13.0,4,8.44,4.56,2024-03-04,2029-08-30,Standard Class
Wonka Bar - Fudge Mallows,110478,3.6,1,2.4,1.2,2024-03-04,2029-08-30,Standard Class
Wonka Bar - Nutty Crunch Surprise,160017,6.98,2,4.98,2.0,2024-09-28,2030-03-25,Standard Class
Wonka Bar - Nutty Crunch Surprise,169362,6.98,2,4.98,2.0,2024-10-12,2030-04-07,First Class
Wonka Bar - Triple Dazzle Caramel,135090,33.75,9,22.05,11.7,2021-11-22,2027-05-19,Standard Class
Wonka Bar - Triple Dazzle Caramel,152800,11.25,3,7.35,3.9,2023-04-13,2028-10-05,First Class
Wonka Bar - Milk Chocolate,105291,6.5,2,4.22,2.28,2023-10-30,2029-04-26,Standard Class
Wonka Bar - Fudge Mallows,124590,32.4,9,21.6,10.8,2023-11-12,2029-05-08,Standard Class
Wonka Bar - Nutty Crunch Surprise,124590,6.98,2,4.98,2.0,2023-11-12,2029-05-08,Standard Class
Wonka Bar - Nutty Crunch Surprise,124590,24.43,7,17.43,7.0,2023-11-12,2029-05-08,Standard Class
Wonka Bar - Fudge Mallows,124590,7.2,2,4.8,2.4,2023-11-12,2029-05-08,Standard Class
Wonka Bar - Fudge Mallows,124590,21.6,6,14.4,7.2,2023-11-12,2029-05-08,Standard Class
Wonka Bar -Scrumdiddlyumptious,161172,21.6,6,15.0,6.6,2024-03-16,2029-09-06,Same Day
Wonka Bar - Nutty Crunch Surprise,161172,10.47,3,7.47,3.0,2024-03-16,2029-09-06,Same Day
Wonka Bar - Nutty Crunch Surprise,161172,6.98,2,4.98,2.0,2024-03-16,2029-09-06,Same Day
Wonka Bar - Nutty Crunch Surprise,161172,6.98,2,4.98,2.0,2024-03-16,2029-09-06,Same Day
Wonka Bar - Milk Chocolate,161172,6.5,2,4.22,2.28,2024-03-16,2029-09-06,Same Day
Wonka Bar - Milk Chocolate,100356,6.5,2,4.22,2.28,2024-10-21,2030-04-17,Standard Class
Wonka Bar - Milk Chocolate,140487,9.75,3,6.33,3.42,2021-06-14,2026-12-11,Standard Class
Wonka Bar - Fudge Mallows,134845,18.0,5,12.0,6.0,2024-04-17,2029-10-14,Standard Class
Wonka Bar - Nutty Crunch Surprise,134845,6.98,2,4.98,2.0,2024-04-17,2029-10-14,Standard Class
Wonka Bar - Fudge Mallows,134845,21.6,6,14.4,7.2,2024-04-17,2029-10-14,Standard Class
Wonka Bar - Milk Chocolate,134845,13.0,4,8.44,4.56,2024-04-17,2029-10-14,Standard Class
Wonka Bar -Scrumdiddlyumptious,134845,18.0,5,12.5,5.5,2024-04-17,2029-10-14,Standard Class
Wonka Bar - Milk Chocolate,120061,6.5,2,4.22,2.28,2024-11-02,2030-04-30,Second Class
SweeTARTS,143658,7.5,5,3.5,4.0,2024-11-08,2030-05-06,Second Class
Wonka Bar -Scrumdiddlyumptious,100412,7.2,2,5.0,2.2,2024-12-22,2030-06-18,Standard Class
Wonka Bar -Scrumdiddlyumptious,164903,7.2,2,5.0,2.2,2021-02-20,2026-08-17,Standard Class
Wonka Bar -Scrumdiddlyumptious,133634,10.8,3,7.5,3.3,2021-11-05,2027-05-03,Standard Class
Wonka Bar - Triple Dazzle Caramel,147704,15.0,4,9.8,5.2,2021-11-16,2027-05-14,Standard Class
Wonka Bar -Scrumdiddlyumptious,147704,18.0,5,12.5,5.5,2021-11-16,2027-05-14,Standard Class
Wonka Bar - Nutty Crunch Surprise,147704,20.94,6,14.94,6.0,2021-11-16,2027-05-14,Standard Class
Wonka Bar - Nutty Crunch Surprise,147704,17.45,5,12.45,5.0,2021-11-16,2027-05-14,Standard Class
Wonka Bar - Triple Dazzle Caramel,154970,3.75,1,2.45,1.3,2022-01-05,2027-07-03,Standard Class
Wonka Bar - Nutty Crunch Surprise,150196,10.47,3,7.47,3.0,2022-07-02,2027-12-24,First Class
Wonka Bar -Scrumdiddlyumptious,162222,10.8,3,7.5,3.3,2023-04-03,2028-09-23,Same Day
Wonka Bar - Nutty Crunch Surprise,132661,34.9,10,24.9,10.0,2023-10-23,2029-04-20,Standard Class
Wonka Bar -Scrumdiddlyumptious,165323,10.8,3,7.5,3.3,2024-06-17,2029-12-12,Standard Class
Hair Toffee,165323,22.5,5,17.5,5.0,2024-06-17,2029-12-12,Standard Class
Wonka Bar - Fudge Mallows,120544,7.2,2,4.8,2.4,2021-11-23,2027-05-20,Standard Class
Wonka Bar - Fudge Mallows,120544,10.8,3,7.2,3.6,2021-11-23,2027-05-20,Standard Class
Wonka Bar - Nutty Crunch Surprise,120544,24.43,7,17.43,7.0,2021-11-23,2027-05-20,Standard Class
Wonka Bar - Fudge Mallows,143616,18.0,5,12.0,6.0,2022-09-27,2028-03-21,Second Class
Wonka Bar - Milk Chocolate,101168,13.0,4,8.44,4.56,2023-12-25,2029-06-23,Standard Class
Wonka Bar - Triple Dazzle Caramel,108322,30.0,8,19.6,10.4,2024-04-30,2029-10-26,Standard Class
Wonka Bar - Triple Dazzle Caramel,108322,11.25,3,7.35,3.9,2024-04-30,2029-10-26,Standard Class
Wonka Bar - Triple Dazzle Caramel,145772,3.75,1,2.45,1.3,2024-06-03,2029-11-28,Standard Class
Wonka Bar - Milk Chocolate,145772,6.5,2,4.22,2.28,2024-06-03,2029-11-28,Standard Class
Wonka Bar - Nutty Crunch Surprise,145772,17.45,5,12.45,5.0,2024-06-03,2029-11-28,Standard Class
Lickable Wallpaper,164756,80.0,4,40.0,40.0,2024-09-18,2030-03-15,Standard Class
Wonka Bar - Milk Chocolate,164756,9.75,3,6.33,3.42,2024-09-18,2030-03-15,Standard Class
Lickable Wallpaper,164756,140.0,7,70.0,70.0,2024-09-18,2030-03-15,Standard Class
Wonka Bar - Milk Chocolate,164756,16.25,5,10.55,5.7,2024-09-18,2030-03-15,Standard Class
Wonka Bar - Nutty Crunch Surprise,164756,13.96,4,9.96,4.0,2024-09-18,2030-03-15,Standard Class
Wonka Bar -Scrumdiddlyumptious,164756,7.2,2,5.0,2.2,2024-09-18,2030-03-15,Standard Class
Wonka Bar - Triple Dazzle Caramel,164756,30.0,8,19.6,10.4,2024-09-18,2030-03-15,Standard Class
Wonka Bar - Nutty Crunch Surprise,164756,6.98,2,4.98,2.0,2024-09-18,2030-03-15,Standard Class
Lickable Wallpaper,165603,40.0,2,20.0,20.0,2024-10-17,2030-04-11,Second Class
Wonka Bar - Milk Chocolate,165603,6.5,2,4.22,2.28,2024-10-17,2030-04-11,Second Class
Wonka Bar - Fudge Mallows,136063,25.2,7,16.8,8.4,2024-12-15,2030-06-11,Standard Class
Wonka Bar -Scrumdiddlyumptious,145800,10.8,3,7.5,3.3,2021-05-30,2026-11-26,Standard Class
Wonka Bar -Scrumdiddlyumptious,126193,10.8,3,7.5,3.3,2021-09-07,2027-03-07,Standard Class
Wonka Bar - Nutty Crunch Surprise,126193,17.45,5,12.45,5.0,2021-09-07,2027-03-07,Standard Class
Wonka Bar - Fudge Mallows,126193,18.0,5,12.0,6.0,2021-09-07,2027-03-07,Standard Class
Wonka Bar - Triple Dazzle Caramel,127558,11.25,3,7.35,3.9,2021-11-15,2027-05-11,First Class
Wonka Bar - Fudge Mallows,127558,7.2,2,4.8,2.4,2021-11-15,2027-05-11,First Class
Wonka Bar - Fudge Mallows,127558,10.8,3,7.2,3.6,2021-11-15,2027-05-11,First Class
Wonka Bar - Milk Chocolate,119879,26.0,8,16.88,9.12,2022-11-21,2028-05-17,Standard Class
Wonka Bar -Scrumdiddlyumptious,119879,18.0,5,12.5,5.5,2022-11-21,2028-05-17,Standard Class
Wonka Bar - Fudge Mallows,159954,3.6,1,2.4,1.2,2024-09-10,2030-03-07,Standard Class
Wonka Bar - Triple Dazzle Caramel,127726,15.0,4,9.8,5.2,2024-09-11,2030-03-06,Second Class
Wonka Bar - Fudge Mallows,127726,14.4,4,9.6,4.8,2024-09-11,2030-03-06,Second Class
Wonka Bar - Nutty Crunch Surprise,124464,3.49,1,2.49,1.0,2021-07-14,2027-01-10,Standard Class
Wonka Bar -Scrumdiddlyumptious,103135,10.8,3,7.5,3.3,2022-07-24,2028-01-18,Standard Class
Wonka Bar - Fudge Mallows,103135,32.4,9,21.6,10.8,2022-07-24,2028-01-18,Standard Class
Wonka Bar - Fudge Mallows,103135,21.6,6,14.4,7.2,2022-07-24,2028-01-18,Standard Class
Wonka Bar - Nutty Crunch Surprise,103135,48.86,14,34.86,14.0,2022-07-24,2028-01-18,Standard Class
Wonka Bar - Milk Chocolate,163538,9.75,3,6.33,3.42,2023-08-26,2029-02-19,Standard Class
Wonka Bar -Scrumdiddlyumptious,150490,7.2,2,5.0,2.2,2021-08-05,2027-02-01,Standard Class
Wonka Bar - Fudge Mallows,150490,7.2,2,4.8,2.4,2021-08-05,2027-02-01,Standard Class
Wonka Bar - Nutty Crunch Surprise,150490,3.49,1,2.49,1.0,2021-08-05,2027-02-01,Standard Class
Wonka Bar - Milk Chocolate,120551,9.75,3,6.33,3.42,2022-04-13,2027-10-11,Standard Class
Wonka Bar -Scrumdiddlyumptious,169166,7.2,2,5.0,2.2,2023-05-09,2028-11-03,Standard Class
Wonka Bar -Scrumdiddlyumptious,136287,10.8,3,7.5,3.3,2023-06-13,2028-12-07,Standard Class
Wonka Bar - Nutty Crunch Surprise,116540,6.98,2,4.98,2.0,2023-09-02,2029-02-22,Same Day
Wonka Bar - Triple Dazzle Caramel,116540,3.75,1,2.45,1.3,2023-09-02,2029-02-22,Same Day
Wonka Bar - Fudge Mallows,166275,3.6,1,2.4,1.2,2023-10-24,2029-04-15,Same Day
Wonka Bar - Nutty Crunch Surprise,123519,3.49,1,2.49,1.0,2021-12-14,2027-06-13,Standard Class
Wonka Bar - Fudge Mallows,123519,3.6,1,2.4,1.2,2021-12-14,2027-06-13,Standard Class
Wonka Bar - Triple Dazzle Caramel,123519,3.75,1,2.45,1.3,2021-12-14,2027-06-13,Standard Class
Wonka Bar - Milk Chocolate,154900,3.25,1,2.11,1.14,2022-02-25,2027-08-22,Standard Class
Wonka Bar - Fudge Mallows,154900,14.4,4,9.6,4.8,2022-02-25,2027-08-22,Standard Class
Wonka Bar - Milk Chocolate,163965,9.75,3,6.33,3.42,2022-11-20,2028-05-19,Standard Class
Wonka Bar -Scrumdiddlyumptious,163965,14.4,4,10.0,4.4,2022-11-20,2028-05-19,Standard Class
Wonka Bar -Scrumdiddlyumptious,163965,18.0,5,12.5,5.5,2022-11-20,2028-05-19,Standard Class
Wonka Bar -Scrumdiddlyumptious,163965,7.2,2,5.0,2.2,2022-11-20,2028-05-19,Standard Class
Wonka Bar - Triple Dazzle Caramel,146710,3.75,1,2.45,1.3,2023-08-27,2029-02-21,Standard Class
Wonka Bar -Scrumdiddlyumptious,146710,3.6,1,2.5,1.1,2023-08-27,2029-02-21,Standard Class
Wonka Bar -Scrumdiddlyumptious,146710,14.4,4,10.0,4.4,2023-08-27,2029-02-21,Standard Class
